c_id,number_of_doors,tyre_type,number_of_cylinders,drive_type,turbo_charger,super_charger,length(mm),width(mm),height(mm),color,city,Mileage(Kmpl)
6944,5,"Tubeless,Radial",6,AWD,Yes,No,5120,2141,1850,Others,bangalore,11
6945,5,"Tubeless, Radial",4,Not specified,Yes,No,4661,1894,1786,White,bangalore,14
6946,5,Tubeless,4,FWD,No,No,3765,1660,1520,Blue,bangalore,19
6947,5,"Tubeless,Radial",6,AWD,Yes,No,5089,2177,1737,White,bangalore,12
6948,5,"Tubeless,Radial",4,FWD,Yes,No,4430,1817,1975,Gray,bangalore,12
6949,5,"Tubeless,Radial",3,FWD,No,No,3731,1579,1474,Others,bangalore,22
6950,5,Tubeless Radial Tyres,4,FWD,Yes,No,3994,1811,1607,White,bangalore,22
6951,5,"Tubeless,Radial",4,Not specified,No,No,3810,1665,1515,Others,bangalore,15
6952,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Others,bangalore,27
6953,4,"Tubeless,Radial",4,FWD,Yes,No,4386,1699,1466,Black,bangalore,21
6954,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,White,bangalore,16
6955,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Silver,bangalore,22
6956,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,Grey,bangalore,20
6957,5,"Tubeless, Radial",4,Not specified,Yes,No,4598,1894,1706,Grey,bangalore,15
6958,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,White,bangalore,22
6959,5,Tubeless,4,Not specified,Yes,No,3840,1735,1530,Others,bangalore,28
6960,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Red,bangalore,23
6961,4,Run-Flat,4,RWD,Yes,No,4824,1828,1508,White,bangalore,22
6962,4,"Tubeless, Radial",4,FWD,Yes,No,4490,1730,1485,White,bangalore,26
6963,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,White,bangalore,19
6964,5,Tubeless,4,FWD,Yes,No,4498,1751,1697,White,bangalore,20
6965,4,"Tubeless,Radial",4,FWD,Yes,No,4670,1814,1476,White,bangalore,15
6966,5,Tubeless,3,FWD,No,No,3746,1647,1535,Orange,bangalore,24
6967,5,"Tubeless,Radial",4,FWD,No,No,3775,1680,1620,Silver,bangalore,18
6968,5,"Tubeless,Radial",4,FWD,No,No,3775,1680,1620,Silver,bangalore,18
6969,5,"Tubeless, Radial",3,Not specified,Yes,No,3995,1775,1505,Others,bangalore,20
6970,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1485,Yellow,bangalore,17
6971,5,"Tubeless,Radial",4,FWD,Yes,No,3970,1682,1453,Others,bangalore,17
6972,4,"Tubeless,Radial",4,FWD,Yes,No,4413,1699,1466,Silver,bangalore,21
6973,5,Tubeless,3,FWD,No,No,3765,1660,1520,Others,bangalore,24
6974,5,"Tubeless,Radial",4,FWD,No,No,3995,1710,1505,Silver,bangalore,18
6975,5,"Tubeless,Radial",3,FWD,Yes,No,3675,1715,1655,Orange,bangalore,25
6976,5,"Tubeless,Radial",4,FWD,No,No,3995,1710,1505,Brown,bangalore,21
6977,5,"Tubeless, Radial",4,4WD,Twin,No,4708,2138,1676,White,bangalore,17
6978,5,Tubeless Tyres,3,FWD,No,No,3636,1475,1670,Red,bangalore,21
6979,5,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Grey,bangalore,19
6980,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Red,bangalore,24
6981,4,"Tubeless,Radial",4,FWD,Yes,No,4635,2097,1484,Silver,bangalore,27
6982,4,"Tubeless,Radial",6,RWD,Yes,No,5063,1860,1494,White,bangalore,17
6983,5,"Tubeless,Radial",3,FWD,Yes,No,3995,1821,1627,White,bangalore,17
6984,5,"Tubeless, Radial",4,Not specified,YES,No,4720,1835,1760,Black,bangalore,17
6985,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Others,bangalore,19
6986,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,bangalore,20
6987,5,"Tubeless,Radial",3,FWD,No,No,3620,1475,1460,Red,bangalore,21
6988,5,"Tubeless, Radial",3,Not specified,No,No,3991,1750,1605,Others,bangalore,19
6989,5,Tubeless,4,FWD,No,No,3765,1660,1520,Blue,bangalore,19
6990,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,White,bangalore,16
6991,5,Tubeless,3,FWD,No,No,3495,1550,1500,White,bangalore,21
6992,4,"Tubeless,Radial",4,FWD,Yes,No,4390,1699,1467,Others,bangalore,18
6993,4,"Tubless, Radial",4,FWD,No,No,4425,1730,1495,Others,bangalore,17
6994,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Grey,bangalore,19
6995,5,Radial,4,FWD,Yes,No,4655,1835,1760,Others,bangalore,17
6996,5,"Tubeless, Radial",4,Not specified,No,No,4500,1790,1675,White,bangalore,14
6997,5,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Silver,bangalore,20
6998,5,Tubeless,4,FWD,No,No,4270,1780,1665,Others,bangalore,15
6999,5,"Tubeless,Radial",4,FWD,No,No,3995,1710,1505,Red,bangalore,23
7000,5,"Tubeless, Radial",4,Not specified,Yes,No,4300,1790,1635,White,bangalore,
7001,5,Radial,3,FWD,Yes,No,3995,1770,1605,Others,bangalore,18
7002,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Silver,bangalore,16
7003,5,Radial,3,FWD,Yes,No,3995,1770,1605,Others,bangalore,18
7004,5,"Tubeless, Radial",4,FWD,Yes,No,4234,1819,1573,White,bangalore,18
7005,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,White,bangalore,23
7006,4,"Tubeless,Radial",4,Not specified,Yes,No,4531,1817,1421,Others,bangalore,13
7007,5,"Tubeless, Radial",4,4x2,No,No,4405,1818,1640,Others,bangalore,14
7008,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Others,bangalore,16
7009,4,"Tubeless,Radial",4,FWD,Yes,No,4838,1817,1482,White,bangalore,17
7010,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,bangalore,20
7011,5,"Tubeless,Radial",4,FWD,No,No,4315,1822,1695,Red,bangalore,13
7012,5,"Tubeless,Radial",4,AWD,Yes,No,4629,2089,1655,Others,bangalore,14
7013,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,bangalore,20
7014,5,"Tubeless, Radial",3,Not specified,No,No,3530,1490,1520,Silver,bangalore,24
7015,5,"Tubeless,Radial",4,FWD,No,No,3940,1710,1505,Red,bangalore,17
7016,5,"Tubeless,Radial",4,4WD,Yes,No,4892,1860,1837,Black,bangalore,11
7017,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Others,bangalore,22
7018,5,Tubeless,4,FWD,No,No,3886,1695,1525,Gray,bangalore,18
7019,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,White,bangalore,21
7020,5,"Tubeless, Radial",4,Not specified,Yes,No,4500,1790,1675,Grey,bangalore,18
7021,5,Tubeless,4,FWD,No,No,3765,1660,1520,Grey,bangalore,19
7022,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Red,bangalore,20
7023,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Silver,bangalore,16
7024,5,"Tubeless, Radial",4,Not specified,Yes,No,4598,1894,1706,White,bangalore,16
7025,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,Silver,bangalore,20
7026,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,White,bangalore,20
7027,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,bangalore,20
7028,5,Runflat Tyre,6,4WD,Yes,No,4886,1938,1762,Others,bangalore,16
7029,5,Tubeless,4,FWD,No,No,3985,1734,1505,Grey,bangalore,19
7030,4,"Tubeless,Radial",4,Not specified,Yes,No,4520,1817,1421,Others,bangalore,16
7031,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,bangalore,17
7032,5,"Tubeless,Radial",4,2WD,Yes,No,4475,1850,1660,White,bangalore,16
7033,5,"Tubeless,Radial",4,RWD,Yes,No,4795,1855,1835,Others,bangalore,14
7034,5,"Tubeless,Radial",4,FWD,No,No,3995,1710,1505,Blue,bangalore,18
7035,4,Tubeless,4,FWD,Yes,No,4598,1894,1706,Others,bangalore,17
7036,5,"Tubeless, Radial",4,FWD,Yes,No,4655,1835,1760,White,bangalore,
7037,4,Tubeless,4,FWD,No,No,4440,1729,1475,Black,bangalore,17
7038,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Golden,bangalore,20
7039,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,bangalore,19
7040,5,"Tubeless,Radial",4,AWD,Yes,No,4656,1890,1639,White,bangalore,18
7041,5,Tubeless Tyres,4,FWD,Yes,No,4331,2000,1671,Others,bangalore,19
7042,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,Red,bangalore,25
7043,5,"Tubeless,Radial",3,FWD,No,No,3731,1579,1474,Others,bangalore,22
7044,5,"Tubeless,Radial",4,FWD,Yes,No,4315,1822,1695,Grey,bangalore,20
7045,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,White,bangalore,18
7046,4,"Tubeless,Radial",4,FWD,Yes,No,4386,1699,1466,Others,bangalore,21
7047,5,"Tubeless,Radial",4,FWD,Yes,No,3971,1682,1469,Others,bangalore,17
7048,5,"Tubeless,Radial",4,AWD,No,No,4575,1820,1680,White,bangalore,11
7049,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Others,bangalore,17
7050,5,"Tubeless,Radial",4,FWD,Yes,No,3971,1682,1469,Others,bangalore,20
7051,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,bangalore,22
7052,4,"Tubeless,Radial",4,Not specified,Yes,No,4549,1992,1446,Silver,bangalore,
7053,5,"Tubeless,Radial",4,RWD,No,No,4585,1760,1760,Others,bangalore,11
7054,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Red,bangalore,19
7055,5,"Tubeless,Radial",4,AWD,No,No,4660,1890,1760,Others,bangalore,12
7056,4,Runflat Tyres,4,Not specified,Yes,No,5091,1902,1538,Blue,bangalore,13
7057,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,bangalore,21
7058,5,"Tubeless,Radial",3,FWD,Yes,No,3995,1745,1510,White,bangalore,21
7059,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,bangalore,19
7060,5,"Radial,Tubeless",4,Not specified,Yes,No,4329,1813,1626,Grey,bangalore,20
7061,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Yellow,bangalore,24
7062,5,Radial,3,FWD,Yes,No,3995,1770,1605,Blue,bangalore,18
7063,5,"Tubeless, Radial",4,4x2,No,No,4405,1818,1640,Green,bangalore,14
7064,5,"Tubeless,Radial",4,FWD,Yes,No,4315,1822,1695,Brown,bangalore,20
7065,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Grey,bangalore,15
7066,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,White,bangalore,18
7067,5,"Tubeless,Radial",4,FWD,Yes,No,4585,1890,1785,Orange,bangalore,16
7068,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Red,bangalore,19
7069,4,Tubeless,4,FWD,Yes,No,4440,1729,1475,Red,bangalore,22
7070,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,White,bangalore,25
7071,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Blue,bangalore,22
7072,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,White,bangalore,23
7073,5,"Tubeless, Radial",4,FWD,Yes,No,4265,1695,1685,White,bangalore,21
7074,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Maroon,bangalore,19
7075,5,Tubeless,4,FWD,No,No,3765,1660,1520,White,bangalore,19
7076,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Brown,bangalore,18
7077,5,"Tubeless,Radial",4,FWD,No,No,3999,1765,1708,Silver,bangalore,16
7078,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Red,bangalore,19
7079,4,"Tubless, Radial",4,FWD,No,No,4425,1730,1495,White,bangalore,18
7080,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,White,bangalore,21
7081,4,"Tubeless,Radial",4,FWD,Yes,No,4384,1699,1466,Blue,bangalore,21
7082,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Others,bangalore,17
7083,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Blue,bangalore,16
7084,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,White,bangalore,16
7085,4,"Tubeless,Radial",4,Front Wheel Drive,Yes,No,4560,1730,1487,Gray,bangalore,16
7086,4,"Tubeless,Radial",4,Front Wheel Drive,Yes,No,4560,1730,1487,Gray,bangalore,16
7087,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Silver,bangalore,15
7088,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1760,1555,Brown,bangalore,21
7089,5,"Tubeless,Radial",4,FWD,No,No,3775,1680,1620,Silver,bangalore,18
7090,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1745,1510,Red,bangalore,27
7091,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,bangalore,21
7092,5,"Tubeless,Radial",3,FWD,No,No,3565,1525,1590,Others,bangalore,18
7093,4,"Tubeless,Radial",4,FWD,Yes,No,4440,1695,1495,Silver,bangalore,26
7094,4,"Tubeless,Radial",4,RWD,Yes,No,4852,1822,1483,Others,bangalore,10
7095,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,White,bangalore,22
7096,5,Tubeless,4,FWD,No,No,3765,1660,1520,Others,bangalore,19
7097,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Red,bangalore,24
7098,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,Brown,bangalore,18
7099,5,"Tubeless,Radial ",5,AWD,Yes,No,4755,1900,1840,White,bangalore,11
7100,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,Red,bangalore,25
7101,4,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,Brown,bangalore,23
7102,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,bangalore,21
7103,5,"Tubeless, Radial",3,Not specified,Yes,No,3993,1811,1606,Gray,bangalore,18
7104,5,Tubeless,4,FWD,No,No,3985,1734,1505,Maroon,bangalore,19
7105,4,"Tubeless,Radial",4,Rear Wheel Drive with ESP,Yes,No,4868,1854,1471,Others,bangalore,14
7106,4,"Tubeless,Radial",4,FWD,Yes,No,4620,1776,1475,Silver,bangalore,21
7107,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Blue,bangalore,22
7108,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Others,bangalore,21
7109,5,"Tubeless,Radial",4,FWD,Yes,No,3850,1695,1530,Others,bangalore,23
7110,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Others,bangalore,21
7111,4,"Tubeless,Radial",4,FWD,No,No,4530,1775,1470,Silver,bangalore,14
7112,5,"Tubeless,Radial",4,RWD,Yes,No,4585,1765,1760,Others,bangalore,13
7113,5,Tubeless,4,FWD,No,No,3765,1660,1520,Red,bangalore,19
7114,5,"Tubeless,Radial",4,FWD,Yes,No,4300,1785,1595,Grey,bangalore,24
7115,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Silver,bangalore,19
7116,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Red,bangalore,22
7117,4,"Tubeless,Radial",4,FWD,No,No,4140,1634,1379,Others,bangalore,14
7118,5,"Tubeless, Runflat",6,AWD,Twin,No,4922,2218,1745,White,bangalore,13
7119,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Red,bangalore,24
7120,4,"Tubeless,Radial",4,Not specified,No,No,4480,1695,1455,Silver,bangalore,15
7121,4,"Tubeless,Radial",4,RWD,Yes,No,4961,1877,1460,Blue,bangalore,16
7122,5,"Tubeless,Radial",6,AWD,Yes,No,5089,2177,1737,White,bangalore,12
7123,5,"Tubeless,Radial",3,FWD,Yes,No,3971,1682,1469,Silver,bangalore,18
7124,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Silver,bangalore,19
7125,4,"Tubeless, Radial",3,FWD,No,No,3595,1475,1700,Silver,bangalore,19
7126,5,Radial,3,FWD,Yes,No,3995,1770,1605,White,bangalore,18
7127,4,"Tubeless, Radial",3,FWD,No,No,3595,1495,1700,Silver,bangalore,19
7128,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Blue,bangalore,22
7129,4,"Tubeless,Radial",4,FWD,Yes,No,4458,1796,1416,White,bangalore,20
7130,5,Radial,4,FWD,Yes,No,3995,1770,1605,White,bangalore,24
7131,5,"Tubeless, Radial",3,FWD,Yes,No,4225,1760,1612,Red,bangalore,17
7132,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Orange,bangalore,21
7133,5,"Tubeless, Radial",4,Not specified,No,No,4500,1790,1675,Others,bangalore,14
7134,5,"Tubeless, Radial",3,Not specified,No,No,3530,1490,1520,Others,bangalore,24
7135,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Red,bangalore,21
7136,5,"Tubeless,Radial",3,Not specified,Yes,No,4221,1760,1612,Red,bangalore,20
7137,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,bangalore,20
7138,4,"Tubeless,Radial",4,FWD,No,No,3995,1735,1515,Others,bangalore,22
7139,5,"Tubeless, Radial",4,Not specified,No,No,4500,1790,1675,White,bangalore,14
7140,4,"Tubeless,Radial",6,Not specified,No,No,4520,1817,1421,Others,bangalore,11
7141,5,Tubeless,4,FWD,No,No,3840,1735,1530,Others,bangalore,21
7142,5,"Tubeless,Radial",4,Not specified,No,No,4323,1809,1650,Others,bangalore,15
7143,4,"Tubeless,Radial",4,FWD,No,No,4250,1670,1370,Others,bangalore,13
7144,4,"Tubeless,Radial",4,FWD,Yes,No,4701,2040,1427,Others,bangalore,17
7145,5,"Tubeless,Radial",3,FWD,No,No,3731,1579,1490,Blue,bangalore,22
7146,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Brown,bangalore,19
7147,5,Tubeless,4,FWD,No,No,3765,1660,1520,Red,bangalore,19
7148,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Others,bangalore,24
7149,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,bangalore,21
7150,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,bangalore,22
7151,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Others,bangalore,21
7152,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,bangalore,21
7153,4,"Tubeless, Radial",4,RWD,Yes,No,4686,2020,1442,Red,bangalore,19
7154,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Red,bangalore,22
7155,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Others,bangalore,22
7156,5,"Radial, Tubless",4,4X4,Yes,No,4395,1818,1640,Others,bangalore,16
7157,4,"Tubeless, Radial",3,FWD,No,No,3595,1475,1700,Others,bangalore,19
7158,5,Radial,4,FWD,No,No,3995,1770,1605,Others,bangalore,24
7159,5,"Tubeless,Radial",3,Not specified,NO,No,3993,1811,1606,Others,bangalore,17
7160,5,Tubeless,3,FWD,No,No,3495,1550,1500,Silver,bangalore,21
7161,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Others,bangalore,16
7162,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Red,bangalore,21
7163,5,"Tubeless,Radial",4,FWD,No,No,3850,1695,1530,Others,bangalore,19
7164,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1821,1627,Red,bangalore,20
7165,5,Tubeless,4,FWD,No,No,3765,1660,1520,Grey,bangalore,19
7166,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Others,bangalore,19
7167,5,Tubeless,4,FWD,No,No,3765,1660,1520,Red,bangalore,19
7168,4,"Tubeless, Radial",4,FWD,No,No,4225,1690,1390,Silver,bangalore,15
7169,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,bangalore,21
7170,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,White,bangalore,21
7171,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,White,bangalore,18
7172,5,Tubeless,4,FWD,No,No,3765,1660,1520,Red,bangalore,19
7173,5,"Tubeless,Radial",3,FWD,No,No,3970,1682,1453,Others,bangalore,22
7174,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,bangalore,22
7175,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Brown,bangalore,19
7176,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,Others,bangalore,21
7177,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,Others,bangalore,21
7178,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,White,bangalore,18
7179,5,"Tubeless, Radial",3,Not specified,Yes,No,3993,1811,1606,Others,bangalore,18
7180,5,"Tubeless,Radial",4,FWD,No,No,4359,2010,1557,White,bangalore,15
7181,5,Tubeless,4,Not specified,No,No,3840,1735,1530,White,bangalore,22
7182,5,"Radial, Tubless",4,4X2,Yes,No,4395,1818,1640,Others,bangalore,17
7183,4,Tubeless,4,FWD,No,No,4375,1700,1475,Others,bangalore,17
7184,5,"Tubeless,Radial",4,2WD,Yes,No,5115,1985,1755,White,bangalore,14
7185,5,"Tubeless, Radial",3,Not specified,Yes,No,3995,1775,1505,Others,bangalore,20
7186,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,White,bangalore,23
7187,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,White,bangalore,19
7188,4,"Tubeless,Radial",4,FWD,Yes,No,4386,1699,1466,Gray,bangalore,20
7189,5,Tubeless Tyres,4,FWD,No,No,3840,1735,1530,White,bangalore,20
7190,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Brown,bangalore,19
7191,5,"Tubeless, Radial",3,Not specified,Yes,No,3995,1775,1505,Others,bangalore,20
7192,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Brown,bangalore,19
7193,5,"Tubeless,Radial ",4,AWD,Yes,No,4585,1890,1785,O Purple,bangalore,15
7194,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Silver,bangalore,21
7195,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Others,bangalore,22
7196,4,"Tubeless,Radial",4,FWD,Yes,No,4572,1769,1485,Black,bangalore,16
7197,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,Silver,bangalore,18
7198,5,Radial,3,FWD,Yes,No,3995,1770,1605,Blue,bangalore,18
7199,5,Tubeless Tyres,4,FWD,Yes,No,4331,2000,1671,Silver,bangalore,20
7200,5,"Tubeless,Radial",4,FWD,Yes,No,4861,1864,1483,Brown,bangalore,15
7201,4,Not specified,4,Front Wheel Drive,Yes,No,4560,1730,1487,Gray,bangalore,15
7202,4,"Tubeless,Radial",4,2 WD,Yes,No,4160,1690,1530,White,bangalore,19
7203,5,"Tubeless,Runflat",6,4WD,Twin,No,4752,1918,1621,White,bangalore,15
7204,5,"Tubeless,Radial",6,Not specified,No,No,0,0,0,Black,bangalore,17
7205,5,"Tubeless,Radial",4,FWD,Yes,No,3971,1682,1469,Others,bangalore,17
7206,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,bangalore,21
7207,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Silver,bangalore,22
7208,5,"Tubeless,Radial",4,RWD,Yes,No,4585,1765,1760,Others,bangalore,13
7209,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Red,bangalore,19
7210,5,Tubeless,4,FWD,No,No,3765,1660,1520,Others,bangalore,19
7211,5,"Tubeless,Radial",4,Not specified,Yes,No,4580,1770,1755,Others,bangalore,11
7212,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Orange,bangalore,22
7213,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,White,bangalore,15
7214,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,Others,bangalore,25
7215,4,"Tubeless,Radial",3,FWD,Yes,No,4390,1699,1467,White,bangalore,18
7216,3,"Tubeless,Radial",4,FWD,Yes,No,3714,1683,1407,Red,bangalore,14
7217,4,"Tubeless,Radial",4,FWD,Yes,No,4413,1699,1466,Grey,bangalore,22
7218,5,Tubeless Tyres,4,4WD,No,Yes,4600,2173,1724,White,bangalore,13
7219,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,Grey,bangalore,16
7220,5,Tubeless,4,FWD,No,No,4270,1780,1630,Silver,bangalore,13
7221,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,White,bangalore,18
7222,5,"Tubeless,Radial",4,FWD,Yes,No,4705,1840,1850,White,bangalore,13
7223,5,Tubeless,4,FWD,No,No,3765,1660,1520,Orange,bangalore,19
7224,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,bangalore,19
7225,5,"Tubeless,Radial",4,Not specified,No,No,4580,1770,1755,White,bangalore,13
7226,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Brown,bangalore,18
7227,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Red,bangalore,22
7228,5,"Tubeless,Radial",3,FWD,No,No,3495,1475,1460,Maroon,bangalore,20
7229,4,"Tubless, Radial",4,FWD,No,No,4425,1730,1495,Red,bangalore,17
7230,5,"Radial,Tubeless",4,FWD,Yes,No,4360,1822,1695,White,bangalore,16
7231,5,"Tubeless, Radial",3,Not specified,No,No,3991,1750,1605,Silver,bangalore,19
7232,4,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,Red,bangalore,23
7233,5,"Tubeless, Radial",3,Not specified,No,No,3991,1750,1605,Others,bangalore,19
7234,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,White,bangalore,19
7235,5,"Tubeless,Radial",3,FWD,No,No,3675,1715,1655,Red,bangalore,18
7236,5,"Tubeless, Radial",3,Not specified,Yes,No,3991,1750,1605,Others,bangalore,18
7237,5,"Radial, Tubless",4,4X2,Yes,No,4395,1818,1640,Others,bangalore,17
7238,4,"Tubeless,Radial",4,FWD,Yes,No,4384,1699,1466,Others,bangalore,21
7239,5,"Tubeless, Radial",4,Not specified,Yes,No,3995,1770,1617,Others,bangalore,
7240,5,"Tubeless,Radial",4,FWD,No,No,4425,2034,1652,White,bangalore,
7241,5,"Tubeless,Radial",4,Not specified,Yes,No,4580,1770,1755,Others,bangalore,13
7242,5,"Tubeless, Radial",4,Not specified,No,No,3990,1745,1500,Others,bangalore,22
7243,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Others,bangalore,17
7244,4,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,Blue,bangalore,23
7245,4,"Tubeless, Radial",4,RWD,Yes,No,4686,2020,1442,Others,bangalore,19
7246,5,"Tubeless,Radial",4,FWD,Yes,No,3999,1765,1708,Red,bangalore,23
7247,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Others,bangalore,25
7248,5,"Tubeless,Radial",4,FWD,Yes,No,4315,1822,1695,Others,bangalore,20
7249,4,"Tubeless, Radial",4,Not specified,No,No,4440,1729,1475,Others,bangalore,18
